Owned Facility Inventory Report,,,,,,,,,,,,
,,,,,,,,,,,,
Report Filter:,,,,,,,,,,,,
(Ownership = Owned) And ({Property Status} = Active) And (ST = TX) And ({Building Ownership Description} <> Building Data on another record,,,,,,,,,,,,
,,,,,,,,,,,,
District,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Ownership,FDB Facility Type (All),FDB Facility Subtype (All),Bldg Occu Date,Int Sq Ft
TEXAS 3,SAN MARCOS,MAIN OFFICE,210 S STAGECOACH TRL,HAYS,SAN MARCOS,TX,78666-9996,Owned,Post Office,Carrier Annex (ANX),6/20/2009,"9,859"
TEXAS 2,SANTA FE,MAIN OFFICE,13002 HIGHWAY 6,GALVESTON,SANTA FE,TX,77510-9998,Owned,Post Office,Main Post Office,2/1/1988,"16,702"
TEXAS 2,SANTA MARIA,MAIN OFFICE MODULAR BLDG,11175 MILITARY RD,CAMERON,SANTA MARIA,TX,78592-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),7/1/2006,"1,407"
TEXAS 2,SARATOGA,MAIN OFFICE,17019 FM 770,HARDIN,SARATOGA,TX,77585-9702,Owned,Post Office,Remotely Managed Post Office (RMPO),11/1/1979,"1,856"
TEXAS 2,SARITA,MO/MODULAR BLDG,103 N MALLORY ST,KENEDY,SARITA,TX,78385-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),10/1/1995,"1,472"
TEXAS 3,SCHERTZ,MAIN OFFICE,1081 ELBEL RD,GUADALUPE,SCHERTZ,TX,78154-2032,Owned,Post Office,Main Post Office,12/1/2008,"7,910"
TEXAS 3,SCHWERTNER,MPO/MODULAR BLDG,14775 FM 1105,WILLIAMSON,SCHWERTNER,TX,76573-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),3/1/1996,"1,476"
TEXAS 3,SEGUIN,MAIN OFFICE,531 W COURT ST,GUADALUPE,SEGUIN,TX,78155-9998,Owned,Post Office,Administrative Post Office (APO),8/1/1997,"25,000"
TEXAS 1,SEYMOUR,MAIN OFFICE,210 N WASHINGTON ST,BAYLOR,SEYMOUR,TX,76380-9998,Owned,Post Office,Main Post Office,6/1/1940,"8,102"
TEXAS 3,SHAMROCK,MAIN OFFICE,210 N MADDEN ST,WHEELER,SHAMROCK,TX,79079-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1936,"6,437"
TEXAS 1,SHERMAN,MAIN OFFICE,701 E PEYTON ST,GRAYSON,SHERMAN,TX,75090-9998,Owned,Post Office,Main Post Office,12/1/1991,"29,890"
TEXAS 3,SLATON,MAIN OFFICE,150 W LYNN ST,LUBBOCK,SLATON,TX,79364-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1977,"4,400"
TEXAS 3,SMITHVILLE,MAIN OFFICE,400 MAIN ST,BASTROP,SMITHVILLE,TX,78957-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1938,"4,545"
TEXAS 1,SOUTHMAYD,MPO/MODULAR BLDG,102 CHRISTI LN,GRAYSON,SOUTHMAYD,TX,76268-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),11/1/1996,736
TEXAS 3,SPADE,MPO/MODULAR BLDG,2756 FM 168,LAMB,SPADE,TX,79369-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),11/1/1995,598
TEXAS 2,SPLENDORA,MAIN OFFICE,26130 FM 2090 RD E,MONTGOMERY,SPLENDORA,TX,77372-9800,Owned,Post Office,Main Post Office,3/1/1985,"5,725"
TEXAS 2,SPRING,KLEIN STATION,7717 LOUETTA RD,HARRIS,SPRING,TX,77379-9998,Owned,Post Office,Branch,12/1/1996,"28,115"
TEXAS 2,SPRING,MAIN OFFICE,1411 WUNSCHE LOOP,HARRIS,SPRING,TX,77373-9998,Owned,Post Office,Main Post Office,6/1/1976,"23,377"
TEXAS 2,SPRING,PANTHER CREEK STATION,10800 GOSLING RD,HARRIS,SPRING,TX,77381-9998,Owned,Post Office,Branch,6/1/1998,"34,496"
TEXAS 2,SPRING,PANTHER CREEK STATION,10800 GOSLING RD,HARRIS,SPRING,TX,77381-9998,Owned,Post Office,Sorting and Delivery Center (SDC),6/1/1998,"34,496"
TEXAS 2,SPRING,WOODLANDS METRO CTR B,9450 PINECROFT DR,HARRIS,SPRING,TX,77380-9998,Owned,Post Office,Branch,8/1/1987,"17,235"
TEXAS 3,SPRING BRANCH,MAIN OFFICE,132 BLAZING MEADOW RD,COMAL,SPRING BRANCH,TX,78070-9998,Owned,Post Office,Administrative Post Office (APO),8/26/2017,"9,782"
TEXAS 2,STAFFORD,MAIN OFFICE,4110 BLUEBONNET DR,FORT BEND,STAFFORD,TX,77477-9998,Owned,Post Office,Main Post Office,10/1/1999,"12,957"
TEXAS 3,STAMFORD,MAIN OFFICE,115 S SWENSON ST,JONES,STAMFORD,TX,79553-9998,Owned,Post Office,Administrative Post Office (APO),4/1/1918,"7,575"
TEXAS 1,STEPHENVILLE,MAIN OFFICE,431 N GRAHAM ST,ERATH,STEPHENVILLE,TX,76401-9998,Owned,Post Office,Administrative Post Office (APO),10/1/1969,"16,977"
TEXAS 3,STONEWALL,MPO/MODULAR BLDG,14490 E US HIGHWAY 290,GILLESPIE,STONEWALL,TX,78671-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),1/1/1996,736
TEXAS 2,SUGAR LAND,FIRST COLONY STATION,3130 GRANTS LAKE BLVD,FORT BEND,SUGAR LAND,TX,77479-9998,Owned,Post Office,Station,7/1/1997,"33,350"
TEXAS 2,SUGAR LAND,MAIN OFFICE,225 MATLAGE WAY,FORT BEND,SUGAR LAND,TX,77478-9998,Owned,Post Office,Main Post Office,1/1/1984,"24,437"
TEXAS 1,SULPHUR SPRINGS,MAIN OFFICE,320 CHURCH ST,HOPKINS,SULPHUR SPRINGS,TX,75482-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1966,"16,119"
TEXAS 3,SWEETWATER,MAIN OFFICE,201 E 3RD ST,NOLAN,SWEETWATER,TX,79556-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1932,"23,001"
TEXAS 3,SYLVESTER,MPO/MODULAR BLDG,399 FM 57 S,FISHER,SYLVESTER,TX,79560-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),6/1/1997,736
TEXAS 3,TALPA,MPO/MODULAR BLDG,110 2ND ST,COLEMAN,TALPA,TX,76882-9802,Owned,Post Office,Remotely Managed Post Office (RMPO),4/1/1999,736
TEXAS 3,TAYLOR,MAIN OFFICE,202 W 4TH ST,WILLIAMSON,TAYLOR,TX,76574-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1930,"12,431"
TEXAS 1,TEAGUE,MAIN OFFICE,320 MAIN ST,FREESTONE,TEAGUE,TX,75860-9998,Owned,Post Office,Main Post Office,6/1/1936,"6,618"
TEXAS 3,TEMPLE,MAIN OFFICE,401 N MAIN ST,BELL,TEMPLE,TX,76501-9998,Owned,Post Office,Main Post Office,6/1/1962,"22,019"
TEXAS 1,TERRELL,MAIN OFFICE,1250 STATE HIGHWAY 34 S,KAUFMAN,TERRELL,TX,75160-9998,Owned,Post Office,Administrative Post Office (APO),3/1/2010,"9,799"
TEXAS 1,TEXARKANA,MAIN OFFICE,2211 N ROBISON RD,BOWIE,TEXARKANA,TX,75501-9998,Owned,Post Office,Main Post Office,7/1/1971,"41,639"
TEXAS 1,TEXARKANA,MAIN OFFICE,2211 N ROBISON RD,BOWIE,TEXARKANA,TX,75501-9998,Owned,Post Office,Service Hub Facility (SHF),7/1/1971,"41,639"
TEXAS 1,TEXARKANA,MAIN OFFICE,2211 N ROBISON RD,BOWIE,TEXARKANA,TX,75501-9998,Owned,Post Office,Sorting and Delivery Center (SDC),7/1/1971,"41,639"
TEXAS 1,TEXARKANA,VMF,2211 N ROBISON RD,BOWIE,TEXARKANA,TX,75501-9995,Owned,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),1/1/1992,"5,000"
TEXAS 2,TEXAS CITY,MAIN OFFICE,2002 11TH AVE N,GALVESTON,TEXAS CITY,TX,77590-9998,Owned,Post Office,Main Post Office,10/1/1996,"30,000"
TEXAS 2,THOMASTON,MPO/MODULAR BLDG,264 FORDTRAN RD,DE WITT,THOMASTON,TX,77989-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),1/1/1996,736
TEXAS 2,THOMPSONS,MPO/MODULAR BLDG,222 OILFIELD RD,FORT BEND,THOMPSONS,TX,77481-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),4/1/1999,736
TEXAS 2,TOMBALL,MAIN OFFICE,122 N HOLDERRIETH BLVD,HARRIS,TOMBALL,TX,77375-9998,Owned,Post Office,Main Post Office,8/1/1985,"16,968"
TEXAS 1,TRINIDAD,MAIN OFFICE,206 PARK ST,HENDERSON,TRINIDAD,TX,75163-9998,Owned,Post Office,Main Post Office,6/1/1975,"2,320"
TEXAS 1,TRINITY,MAIN OFFICE,116 W MAIN ST,TRINITY,TRINITY,TX,75862-9998,Owned,Post Office,Main Post Office,6/1/1941,"7,015"
TEXAS 1,TYLER,MAIN OFFICE/P&D,2100 W MARTIN LUTHER KING JR BLVD,SMITH,TYLER,TX,75702-9998,Owned,Post Office,Main Post Office,3/1/1982,"44,327"
TEXAS 1,TYLER,VMF,2100 W MARTIN LUTHER KING JR BLVD,SMITH,TYLER,TX,75702-9351,Owned,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),10/1/1984,"10,964"
TEXAS 3,UVALDE,MAIN OFFICE,103 S GETTY ST,UVALDE,UVALDE,TX,78801-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1916,"11,614"
TEXAS 3,UVALDE,MAIN OFFICE,103 S GETTY ST,UVALDE,UVALDE,TX,78801-9998,Owned,Network Facilities,Hub Facility (HUB),6/1/1916,"11,614"
TEXAS 3,VERIBEST,MPO/MODULAR BLDG,10777 FM 380,TOM GREEN,VERIBEST,TX,76886-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),11/1/1998,756
TEXAS 1,VERNON,MAIN OFFICE,1701 TEXAS ST,WILBARGER,VERNON,TX,76384-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1919,"12,717"
TEXAS 2,VICTORIA,JAMES MOODY STATION,2804 SAM HOUSTON DR,VICTORIA,VICTORIA,TX,77904-9998,Owned,Post Office,Station,7/1/1987,"23,551"
TEXAS 2,VICTORIA,JAMES MOODY STATION,2804 SAM HOUSTON DR,VICTORIA,VICTORIA,TX,77904-9998,Owned,Post Office,Service Hub Facility (SHF),7/1/1987,"23,551"
TEXAS 3,VOCA,MPO/MODULAR BLDG,255 N FM 1851,MCCULLOCH,VOCA,TX,76887-9814,Owned,Post Office,Remotely Managed Post Office (RMPO),4/1/1995,"1,472"
TEXAS 2,VOTAW,MPO/MODULAR BLDG,21598 OLD HWY,HARDIN,VOTAW,TX,77376-0015,Owned,Post Office,Remotely Managed Post Office (RMPO),10/1/1994,736
TEXAS 1,WACO,BELLMEAD BRANCH,901 BANK DR,MCLENNAN,WACO,TX,76705-9998,Owned,Post Office,Branch,8/1/1990,"16,170"
TEXAS 1,WACO,DOWNTOWN STATION,424 CLAY AVE,MCLENNAN,WACO,TX,76706-9998,Owned,Post Office,Finance Station - No Delivery,6/1/2000,"20,827"
TEXAS 1,WACO,HIGHLANDER STATION,4428 N 19TH ST,MCLENNAN,WACO,TX,76708-1145,Owned,Post Office,Station,10/1/1998,"24,320"
TEXAS 1,WACO,MAIN OFFICE/P&DF,430 W STATE HIGHWAY 6,MCLENNAN,WACO,TX,76702-0009,Owned,Post Office,Main Post Office,2/1/1984,"71,978"
TEXAS 1,WACO,MAIN OFFICE/P&DF,430 W STATE HIGHWAY 6,MCLENNAN,WACO,TX,76702-0009,Owned,Post Office,Sorting and Delivery Center (SDC),2/1/1984,"71,978"
TEXAS 1,WACO,OLD DOWNTOWN STATION,800 FRANKLIN AVE,MCLENNAN,WACO,TX,76703-9998,Owned,,,1/1/1937,"80,620"
TEXAS 1,WACO,VMF,430 W STATE HIGHWAY 6,MCLENNAN,WACO,TX,76702-9304,Owned,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),1/1/1986,"19,138"
TEXAS 3,WALBURG,MPO/MODULAR BLDG,3745 FM 972,WILLIAMSON,WALBURG,TX,78673-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),2/1/1998,"1,472"
TEXAS 3,WARDA,MPO/MODULAR BLDG.,5621 S US HIGHWAY 77,FAYETTE,WARDA,TX,78960-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),,701
TEXAS 3,WARING,MPO/MODULAR BLDG,538 WARING WELFARE RD,KENDALL,WARING,TX,78074-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),5/1/1996,736
TEXAS 1,WAXAHACHIE,MAIN OFFICE,316 N COLLEGE ST,ELLIS,WAXAHACHIE,TX,75165-9998,Owned,Post Office,Main Post Office,3/1/1967,"9,877"
TEXAS 1,WEATHERFORD,MAIN OFFICE,1145 SANTA FE DR,PARKER,WEATHERFORD,TX,76086-5887,Owned,Post Office,Administrative Post Office (APO),8/1/1994,"22,015"
TEXAS 2,WEBSTER,MAIN OFFICE,17077 N TEXAS AVE,HARRIS,WEBSTER,TX,77598-9998,Owned,Post Office,Main Post Office,8/1/1986,"9,632"
TEXAS 3,WEIR,MPO/MODULAR BLDG.,200 FM 1105,WILLIAMSON,WEIR,TX,78674-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),3/1/2005,960
TEXAS 3,WELLINGTON,MAIN OFFICE,1000 WEST AVE,COLLINGSWORTH,WELLINGTON,TX,79095-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1939,"8,242"
TEXAS 3,WELLMAN,MPO/MODULAR BLDG,503 YOAKUM,TERRY,WELLMAN,TX,79378-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),6/1/1995,"1,472"
TEXAS 2,WESLACO,MAIN OFFICE,109 N BORDER AVE,HIDALGO,WESLACO,TX,78596-9998,Owned,Post Office,Main Post Office,3/1/1982,"10,269"
TEXAS 1,WESTON,MPO/MODULAR BLDG,101 MAIN ST,COLLIN,WESTON,TX,75097-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),10/1/1995,736
TEXAS 2,WHARTON,MAIN OFFICE,141 E MILAM ST,WHARTON,WHARTON,TX,77488-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1936,"10,354"
TEXAS 3,WHITHARRAL,MPO/MODULAR BLDG,201 BADGER,HOCKLEY,WHITHARRAL,TX,79380-9800,Owned,Post Office,Remotely Managed Post Office (RMPO),,736
TEXAS 1,WHITT,MPO/MODULAR BLDG,191 MAIN ST,PARKER,WHITT,TX,76490-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),10/1/1996,736
TEXAS 1,WICHITA FALLS,BRIDGE CREEK STATION,4001 SOUTHWEST PKWY,WICHITA,WICHITA FALLS,TX,76308-3563,Owned,Post Office,Station,5/1/1998,"19,066"
TEXAS 1,WICHITA FALLS,MAIN OFFICE,1000 LAMAR ST,WICHITA,WICHITA FALLS,TX,76301-9995,Owned,Post Office,Administrative Post Office (APO),3/1/1939,"102,621"
TEXAS 1,WICHITA FALLS,MAIN OFFICE,1000 LAMAR ST,WICHITA,WICHITA FALLS,TX,76301-9995,Owned,Post Office,Finance Station,3/1/1939,"102,621"
TEXAS 1,WICHITA FALLS,MORNINGSIDE CAR FAC,3107 5TH ST,WICHITA,WICHITA FALLS,TX,76301-1841,Owned,Post Office,Station,9/1/1983,"15,529"
TEXAS 1,WICHITA FALLS,VMF,3107 5TH ST REAR,WICHITA,WICHITA FALLS,TX,76301-9341,Owned,Vehicle Maintenance,Vehicle Maintenance Facility (VMF),9/1/1983,"1,600"
TEXAS 2,WILLIS,MAIN OFFICE,609 N CAMPBELL ST,MONTGOMERY,WILLIS,TX,77378-9998,Owned,Post Office,Main Post Office,6/1/1977,"8,184"
TEXAS 3,WIMBERLEY,MAIN OFFICE,111 JOE WIMBERLEY BLVD,HAYS,WIMBERLEY,TX,78676-9998,Owned,Post Office,Administrative Post Office (APO),11/1/1988,"13,512"
TEXAS 1,WINNSBORO,MAIN OFFICE,210 LOCUST ST,WOOD,WINNSBORO,TX,75494-9998,Owned,Post Office,Administrative Post Office (APO),9/1/1975,"6,508"
TEXAS 1,WOODLAWN,MAIN OFFICE MODULAR BLDG,9620 US HIGHWAY 59 N,HARRISON,WOODLAWN,TX,75694-9998,Owned,Post Office,Remotely Managed Post Office (RMPO),3/1/1995,736
TEXAS 1,WOODVILLE,MAIN OFFICE,307 W WHEAT ST,TYLER,WOODVILLE,TX,75979-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1980,"4,440"
TEXAS 1,WYLIE,MAIN OFFICE,940 W FM 544,COLLIN,WYLIE,TX,75098-9998,Owned,Post Office,Main Post Office,9/1/1990,"19,324"
TEXAS 2,YOAKUM,MAIN OFFICE,112 NELSON ST,LAVACA,YOAKUM,TX,77995-9998,Owned,Post Office,Administrative Post Office (APO),6/1/1917,"12,300"
TEXAS 3,YORKTOWN,MAIN OFFICE,124 W MAIN ST,DE WITT,YORKTOWN,TX,78164-9998,Owned,Post Office,Administrative Post Office (APO),9/1/1998,"4,104"
Total,,,,,,,,,,,,"34,645,015"
Count,,,,,,,,,,,,686
