zcta,state_fips,puma_geoid,puma_code,puma_name,zcta_name,zcta_land_area,puma_land_area,overlap_land_area,overlap_water_area,zcta_to_puma_weight,puma_to_zcta_weight,overlap_rank_for_zcta,is_primary_puma_for_zcta,source_year,source_file,GEOID_PUMA5_20,NAMELSAD_PUMA5_20,AREALAND_PUMA5_20,AREAWATER_PUMA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,AREALAND_PART,AREAWATER_PART
75058,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75058,139444577,6989074470,139444577,1461917,1.0,0.019952,1,1,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75058,ZCTA5 75058,139444577,1461917,139444577,1461917
75060,48,4802320,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,ZCTA5 75060,31303125,88729091,26982910,755296,0.861988,0.304104,1,1,2020,tab20_puma520_zcta520_natl.txt,4802320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,88729091,1104128,75060,ZCTA5 75060,31303125,786829,26982910,755296
75060,48,4802312,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",ZCTA5 75060,31303125,92004419,4320215,31533,0.138012,0.046957,2,0,2020,tab20_puma520_zcta520_natl.txt,4802312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",92004419,1212039,75060,ZCTA5 75060,31303125,786829,4320215,31533
75061,48,4802320,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,ZCTA5 75061,30075224,88729091,19362695,26859,0.643809,0.218223,1,1,2020,tab20_puma520_zcta520_natl.txt,4802320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,88729091,1104128,75061,ZCTA5 75061,30075224,82661,19362695,26859
75061,48,4802321,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,ZCTA5 75061,30075224,105339361,6217317,3225,0.206726,0.059022,2,0,2020,tab20_puma520_zcta520_natl.txt,4802321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,105339361,1695634,75061,ZCTA5 75061,30075224,82661,6217317,3225
75061,48,4802312,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",ZCTA5 75061,30075224,92004419,4495212,52577,0.149466,0.048859,3,0,2020,tab20_puma520_zcta520_natl.txt,4802312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",92004419,1212039,75061,ZCTA5 75061,30075224,82661,4495212,52577
75062,48,4802321,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,ZCTA5 75062,27432010,105339361,23364767,138099,0.851734,0.221805,1,1,2020,tab20_puma520_zcta520_natl.txt,4802321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,105339361,1695634,75062,ZCTA5 75062,27432010,230562,23364767,138099
75062,48,4802312,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",ZCTA5 75062,27432010,92004419,4067243,92463,0.148266,0.044207,2,0,2020,tab20_puma520_zcta520_natl.txt,4802312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",92004419,1212039,75062,ZCTA5 75062,27432010,230562,4067243,92463
75063,48,4802321,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,ZCTA5 75063,52393276,105339361,28211474,0,0.538456,0.267815,1,1,2020,tab20_puma520_zcta520_natl.txt,4802321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,105339361,1695634,75063,ZCTA5 75063,52393276,329301,28211474,0
75063,48,4802322,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA",ZCTA5 75063,52393276,117102039,24181802,329301,0.461544,0.206502,2,0,2020,tab20_puma520_zcta520_natl.txt,4802322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA",117102039,4367792,75063,ZCTA5 75063,52393276,329301,24181802,329301
75065,48,4802006,02006,Denton County (North & West)--Denton City (Outer) PUMA,ZCTA5 75065,21419364,1536218064,21419364,20210194,1.0,0.013943,1,1,2020,tab20_puma520_zcta520_natl.txt,4802006,Denton County (North & West)--Denton City (Outer) PUMA,1536218064,129409058,75065,ZCTA5 75065,21419364,20210194,21419364,20210194
75067,48,4802002,02002,Denton County (Southeast)--Lewisville City PUMA,ZCTA5 75067,34940227,98973319,33598500,178650,0.961599,0.33947,1,1,2020,tab20_puma520_zcta520_natl.txt,4802002,Denton County (Southeast)--Lewisville City PUMA,98973319,11231876,75067,ZCTA5 75067,34940227,180541,33598500,178650
75067,48,4802322,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA",ZCTA5 75067,34940227,117102039,1341727,1891,0.038401,0.011458,2,0,2020,tab20_puma520_zcta520_natl.txt,4802322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA",117102039,4367792,75067,ZCTA5 75067,34940227,180541,1341727,1891
75068,48,4802004,02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA",ZCTA5 75068,72173382,145404994,36840278,7187188,0.510441,0.253363,1,1,2020,tab20_puma520_zcta520_natl.txt,4802004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA",145404994,28934276,75068,ZCTA5 75068,72173382,20317932,36840278,7187188
75068,48,4802006,02006,Denton County (North & West)--Denton City (Outer) PUMA,ZCTA5 75068,72173382,1536218064,35333104,13130744,0.489559,0.023,2,0,2020,tab20_puma520_zcta520_natl.txt,4802006,Denton County (North & West)--Denton City (Outer) PUMA,1536218064,129409058,75068,ZCTA5 75068,72173382,20317932,35333104,13130744
75069,48,4801907,01907,Collin County (East) PUMA,ZCTA5 75069,87220181,1287411103,48772071,568676,0.559183,0.037884,1,1,2020,tab20_puma520_zcta520_natl.txt,4801907,Collin County (East) PUMA,1287411103,107844397,75069,ZCTA5 75069,87220181,772055,48772071,568676
75069,48,4801905,01905,Collin County (Central)--McKinney City PUMA,ZCTA5 75069,87220181,128100320,38448110,203379,0.440817,0.300141,2,0,2020,tab20_puma520_zcta520_natl.txt,4801905,Collin County (Central)--McKinney City PUMA,128100320,1229170,75069,ZCTA5 75069,87220181,772055,38448110,203379
75070,48,4801905,01905,Collin County (Central)--McKinney City PUMA,ZCTA5 75070,29222315,128100320,29222315,36624,1.0,0.228121,1,1,2020,tab20_puma520_zcta520_natl.txt,4801905,Collin County (Central)--McKinney City PUMA,128100320,1229170,75070,ZCTA5 75070,29222315,36624,29222315,36624
75071,48,4801907,01907,Collin County (East) PUMA,ZCTA5 75071,192028779,1287411103,93125485,941814,0.484956,0.072335,1,1,2020,tab20_puma520_zcta520_natl.txt,4801907,Collin County (East) PUMA,1287411103,107844397,75071,ZCTA5 75071,192028779,2259571,93125485,941814
75071,48,4801908,01908,Collin County (Northwest)--Celina City & Prosper Town PUMA,ZCTA5 75071,192028779,330653982,62591945,935809,0.325951,0.189297,2,0,2020,tab20_puma520_zcta520_natl.txt,4801908,Collin County (Northwest)--Celina City & Prosper Town PUMA,330653982,4120983,75071,ZCTA5 75071,192028779,2259571,62591945,935809
75071,48,4801905,01905,Collin County (Central)--McKinney City PUMA,ZCTA5 75071,192028779,128100320,36311349,381948,0.189093,0.28346,3,0,2020,tab20_puma520_zcta520_natl.txt,4801905,Collin County (Central)--McKinney City PUMA,128100320,1229170,75071,ZCTA5 75071,192028779,2259571,36311349,381948
75072,48,4801905,01905,Collin County (Central)--McKinney City PUMA,ZCTA5 75072,31232181,128100320,24118546,607219,0.772234,0.188279,1,1,2020,tab20_puma520_zcta520_natl.txt,4801905,Collin County (Central)--McKinney City PUMA,128100320,1229170,75072,ZCTA5 75072,31232181,607219,24118546,607219
75072,48,4801908,01908,Collin County (Northwest)--Celina City & Prosper Town PUMA,ZCTA5 75072,31232181,330653982,4822510,0,0.154408,0.014585,2,0,2020,tab20_puma520_zcta520_natl.txt,4801908,Collin County (Northwest)--Celina City & Prosper Town PUMA,330653982,4120983,75072,ZCTA5 75072,31232181,607219,4822510,0
75072,48,4801909,01909,Collin County (Northwest)--Frisco City (East) PUMA,ZCTA5 75072,31232181,82840744,2291125,0,0.073358,0.027657,3,0,2020,tab20_puma520_zcta520_natl.txt,4801909,Collin County (Northwest)--Frisco City (East) PUMA,82840744,264322,75072,ZCTA5 75072,31232181,607219,2291125,0
75074,48,4801903,01903,Collin County (Southwest)--Plano City (Central) PUMA,ZCTA5 75074,41371350,59257051,20235493,38097,0.489119,0.341487,1,1,2020,tab20_puma520_zcta520_natl.txt,4801903,Collin County (Southwest)--Plano City (Central) PUMA,59257051,163436,75074,ZCTA5 75074,41371350,133528,20235493,38097
75074,48,4801904,01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA",ZCTA5 75074,41371350,134295530,11281906,95431,0.272699,0.084008,2,0,2020,tab20_puma520_zcta520_natl.txt,4801904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA",134295530,1104736,75074,ZCTA5 75074,41371350,133528,11281906,95431
75074,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75074,41371350,85849521,9853951,0,0.238183,0.114782,3,0,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75074,ZCTA5 75074,41371350,133528,9853951,0
75075,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75075,25123415,85849521,15707516,14757,0.625214,0.182966,1,1,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75075,ZCTA5 75075,25123415,16552,15707516,14757
75075,48,4801903,01903,Collin County (Southwest)--Plano City (Central) PUMA,ZCTA5 75075,25123415,59257051,9302252,1795,0.370262,0.156981,2,0,2020,tab20_puma520_zcta520_natl.txt,4801903,Collin County (Southwest)--Plano City (Central) PUMA,59257051,163436,75075,ZCTA5 75075,25123415,16552,9302252,1795
75075,48,4801902,01902,Collin County (Southwest)--Plano City (West) PUMA,ZCTA5 75075,25123415,70430896,113647,0,0.004524,0.001614,3,0,2020,tab20_puma520_zcta520_natl.txt,4801902,Collin County (Southwest)--Plano City (West) PUMA,70430896,498533,75075,ZCTA5 75075,25123415,16552,113647,0
75076,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75076,130395371,6989074470,130395371,25278506,1.0,0.018657,1,1,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75076,ZCTA5 75076,130395371,25278506,130395371,25278506
75077,48,4802003,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,ZCTA5 75077,36507569,301246754,25802806,2424448,0.70678,0.085653,1,1,2020,tab20_puma520_zcta520_natl.txt,4802003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,301246754,18685491,75077,ZCTA5 75077,36507569,3505178,25802806,2424448
75077,48,4802002,02002,Denton County (Southeast)--Lewisville City PUMA,ZCTA5 75077,36507569,98973319,10704763,1080730,0.29322,0.108158,2,0,2020,tab20_puma520_zcta520_natl.txt,4802002,Denton County (Southeast)--Lewisville City PUMA,98973319,11231876,75077,ZCTA5 75077,36507569,3505178,10704763,1080730
75078,48,4801908,01908,Collin County (Northwest)--Celina City & Prosper Town PUMA,ZCTA5 75078,81768154,330653982,57331427,555473,0.701146,0.173388,1,1,2020,tab20_puma520_zcta520_natl.txt,4801908,Collin County (Northwest)--Celina City & Prosper Town PUMA,330653982,4120983,75078,ZCTA5 75078,81768154,611164,57331427,555473
75078,48,4802006,02006,Denton County (North & West)--Denton City (Outer) PUMA,ZCTA5 75078,81768154,1536218064,24436727,55691,0.298854,0.015907,2,0,2020,tab20_puma520_zcta520_natl.txt,4802006,Denton County (North & West)--Denton City (Outer) PUMA,1536218064,129409058,75078,ZCTA5 75078,81768154,611164,24436727,55691
75080,48,4802309,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,ZCTA5 75080,29298195,65423417,20764059,39990,0.708715,0.31738,1,1,2020,tab20_puma520_zcta520_natl.txt,4802309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,65423417,73196,75080,ZCTA5 75080,29298195,45524,20764059,39990
75080,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75080,29298195,85849521,8534136,5534,0.291285,0.099408,2,0,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75080,ZCTA5 75080,29298195,45524,8534136,5534
75081,48,4802309,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,ZCTA5 75081,23344715,65423417,15667963,1149,0.671157,0.239486,1,1,2020,tab20_puma520_zcta520_natl.txt,4802309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,65423417,73196,75081,ZCTA5 75081,23344715,10744,15667963,1149
75081,48,4802308,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,ZCTA5 75081,23344715,64925324,7676752,9595,0.328843,0.11824,2,0,2020,tab20_puma520_zcta520_natl.txt,4802308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,64925324,211816,75081,ZCTA5 75081,23344715,10744,7676752,9595
75082,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75082,21235102,85849521,17958846,168688,0.845715,0.20919,1,1,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75082,ZCTA5 75082,21235102,177985,17958846,168688
75082,48,4802308,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,ZCTA5 75082,21235102,64925324,2067810,9297,0.097377,0.031849,2,0,2020,tab20_puma520_zcta520_natl.txt,4802308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,64925324,211816,75082,ZCTA5 75082,21235102,177985,2067810,9297
75082,48,4802309,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,ZCTA5 75082,21235102,65423417,1208446,0,0.056908,0.018471,3,0,2020,tab20_puma520_zcta520_natl.txt,4802309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,65423417,73196,75082,ZCTA5 75082,21235102,177985,1208446,0
75087,48,4800900,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",ZCTA5 75087,76266265,2506128078,71487356,15577213,0.937339,0.028525,1,1,2020,tab20_puma520_zcta520_natl.txt,4800900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",2506128078,164034191,75087,ZCTA5 75087,76266265,15752626,71487356,15577213
75087,48,4801907,01907,Collin County (East) PUMA,ZCTA5 75087,76266265,1287411103,4778909,175413,0.062661,0.003712,2,0,2020,tab20_puma520_zcta520_natl.txt,4801907,Collin County (East) PUMA,1287411103,107844397,75087,ZCTA5 75087,76266265,15752626,4778909,175413
75088,48,4802301,02301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,ZCTA5 75088,24024255,104084865,20716741,7266414,0.862326,0.199037,1,1,2020,tab20_puma520_zcta520_natl.txt,4802301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,104084865,10570481,75088,ZCTA5 75088,24024255,15092398,20716741,7266414
75088,48,4800900,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",ZCTA5 75088,24024255,2506128078,3052449,7825984,0.127057,0.001218,2,0,2020,tab20_puma520_zcta520_natl.txt,4800900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",2506128078,164034191,75088,ZCTA5 75088,24024255,15092398,3052449,7825984
75088,48,4802303,02303,Dallas County (East)--Mesquite City (Central & Southeast) PUMA,ZCTA5 75088,24024255,142247625,255065,0,0.010617,0.001793,3,0,2020,tab20_puma520_zcta520_natl.txt,4802303,Dallas County (East)--Mesquite City (Central & Southeast) PUMA,142247625,15668938,75088,ZCTA5 75088,24024255,15092398,255065,0
75089,48,4802301,02301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,ZCTA5 75089,31343340,104084865,30191137,1121127,0.963239,0.290063,1,1,2020,tab20_puma520_zcta520_natl.txt,4802301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,104084865,10570481,75089,ZCTA5 75089,31343340,4983408,30191137,1121127
75089,48,4800900,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",ZCTA5 75089,31343340,2506128078,1152203,3862281,0.036761,0.00046,2,0,2020,tab20_puma520_zcta520_natl.txt,4800900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",2506128078,164034191,75089,ZCTA5 75089,31343340,4983408,1152203,3862281
75090,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75090,203405285,6989074470,203405285,80751,1.0,0.029103,1,1,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75090,ZCTA5 75090,203405285,80751,203405285,80751
75092,48,4800800,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",ZCTA5 75092,295108630,6989074470,295108630,1830155,1.0,0.042224,1,1,2020,tab20_puma520_zcta520_natl.txt,4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",6989074470,202241294,75092,ZCTA5 75092,295108630,1830155,295108630,1830155
75093,48,4801902,01902,Collin County (Southwest)--Plano City (West) PUMA,ZCTA5 75093,36991116,70430896,22112803,218065,0.597787,0.313965,1,1,2020,tab20_puma520_zcta520_natl.txt,4801902,Collin County (Southwest)--Plano City (West) PUMA,70430896,498533,75093,ZCTA5 75093,36991116,313924,22112803,218065
75093,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75093,36991116,85849521,11254331,60863,0.304244,0.131094,2,0,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75093,ZCTA5 75093,36991116,313924,11254331,60863
75093,48,4802001,02001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA,ZCTA5 75093,36991116,74151190,3623982,34996,0.097969,0.048873,3,0,2020,tab20_puma520_zcta520_natl.txt,4802001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA,74151190,588101,75093,ZCTA5 75093,36991116,313924,3623982,34996
75094,48,4801904,01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA",ZCTA5 75094,18562811,134295530,17180624,37434,0.92554,0.127931,1,1,2020,tab20_puma520_zcta520_natl.txt,4801904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA",134295530,1104736,75094,ZCTA5 75094,18562811,37434,17180624,37434
75094,48,4801901,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",ZCTA5 75094,18562811,85849521,1382187,0,0.07446,0.0161,2,0,2020,tab20_puma520_zcta520_natl.txt,4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",85849521,325151,75094,ZCTA5 75094,18562811,37434,1382187,0
75098,48,4801907,01907,Collin County (East) PUMA,ZCTA5 75098,82905438,1287411103,59035986,10763214,0.712088,0.045856,1,1,2020,tab20_puma520_zcta520_natl.txt,4801907,Collin County (East) PUMA,1287411103,107844397,75098,ZCTA5 75098,82905438,17786764,59035986,10763214
