NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 01128,1989,75,0,0,0,0,0,7,0,0,4,7,19,0,16,21,528,14,153,171,173,416,264,101,20,01128
ZCTA5 01129,4612,34,0,0,0,0,0,13,0,0,19,0,18,54,24,54,1127,152,263,644,556,1090,499,45,20,01129
ZCTA5 01144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01144
ZCTA5 01151,6424,342,8,0,0,20,0,42,15,93,37,106,138,224,142,315,1650,468,291,920,460,752,373,28,0,01151
ZCTA5 01201,33464,487,0,0,0,17,0,15,67,14,56,91,231,545,555,457,8357,1483,2397,4027,3148,7030,3252,845,390,01201
ZCTA5 01220,6067,23,2,0,0,0,0,0,0,0,0,12,32,100,90,78,2059,244,519,861,558,1063,387,34,5,01220
ZCTA5 01222,518,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,114,29,49,17,70,166,33,0,13,01222
ZCTA5 01223,1958,0,0,0,0,0,0,0,0,0,8,20,0,13,23,10,448,51,109,242,203,421,283,73,54,01223
ZCTA5 01224,126,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,11,10,0,44,0,0,0,01224
ZCTA5 01225,2499,17,0,0,0,0,0,0,0,0,0,33,0,32,41,42,663,47,361,335,256,411,183,62,16,01225
ZCTA5 01226,4724,54,0,0,0,0,0,0,0,0,0,0,22,46,4,16,1321,106,232,537,293,1060,700,275,58,01226
ZCTA5 01229,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,12,0,1,111,0,4,5,01229
ZCTA5 01230,6567,77,0,0,0,0,0,0,0,30,0,17,14,51,64,54,1409,113,348,518,437,1686,1171,327,251,01230
ZCTA5 01235,1883,3,0,0,0,0,0,0,0,0,0,15,26,33,41,66,517,79,177,256,198,298,135,30,9,01235
ZCTA5 01236,1115,4,0,0,0,0,0,0,0,0,0,0,0,8,0,13,154,11,75,113,73,311,247,39,67,01236
ZCTA5 01237,1777,31,0,0,0,0,0,0,0,0,0,0,0,23,10,10,456,27,182,80,134,424,359,16,25,01237
ZCTA5 01238,4834,11,0,0,0,0,0,0,0,0,0,0,10,0,42,13,1248,194,246,553,336,1014,1021,53,93,01238
ZCTA5 01240,4056,23,0,0,0,0,0,3,0,0,0,0,3,5,2,86,927,78,120,469,182,1111,677,237,133,01240
ZCTA5 01242,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,01242
ZCTA5 01243,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,5,14,14,28,22,0,4,01243
ZCTA5 01244,237,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,92,7,3,10,7,37,41,17,16,01244
ZCTA5 01245,569,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,46,3,18,34,44,114,100,106,79,01245
ZCTA5 01247,10676,65,0,0,0,0,4,0,0,25,0,113,239,202,79,222,3614,660,598,1222,608,1826,921,84,194,01247
ZCTA5 01253,818,0,0,0,0,0,0,0,0,0,0,0,5,8,10,7,199,2,93,106,56,183,107,28,14,01253
ZCTA5 01254,867,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,134,0,12,52,52,272,177,131,24,01254
ZCTA5 01255,707,14,0,0,0,0,0,0,0,4,0,25,0,19,11,2,178,31,43,133,63,90,67,24,3,01255
ZCTA5 01256,615,21,0,0,0,0,0,0,0,0,0,0,2,6,11,8,216,32,16,87,57,109,31,7,12,01256
ZCTA5 01257,1731,0,0,0,0,0,0,0,0,21,0,0,0,77,0,0,482,14,53,267,146,224,281,90,76,01257
ZCTA5 01258,156,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,28,0,18,23,9,35,15,16,6,01258
ZCTA5 01259,481,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,126,11,34,86,27,90,52,29,14,01259
ZCTA5 01260,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,01260
ZCTA5 01262,1461,0,0,0,0,0,0,0,0,0,0,0,0,50,30,8,166,23,104,98,60,379,360,64,119,01262
ZCTA5 01264,175,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,5,27,12,53,30,15,19,01264
ZCTA5 01266,803,6,0,0,0,0,0,0,0,14,0,0,0,0,0,14,78,13,11,83,35,278,172,63,36,01266
ZCTA5 01267,5524,20,0,0,0,0,0,5,0,0,0,9,17,16,0,36,714,120,181,323,275,1296,1411,256,845,01267
ZCTA5 01270,773,0,0,0,0,0,0,0,0,0,2,0,11,0,2,9,163,2,39,107,129,197,82,7,23,01270
ZCTA5 01301,13388,111,6,0,0,25,8,0,0,11,0,35,85,95,270,210,3070,393,880,1608,1325,2959,1681,326,290,01301
ZCTA5 01330,1486,3,0,0,0,0,1,0,0,0,0,0,0,16,4,9,316,33,95,101,153,364,283,57,51,01330
ZCTA5 01331,9908,182,3,0,0,0,0,0,7,0,47,44,55,173,357,286,2849,891,779,1037,1108,1461,482,63,84,01331
ZCTA5 01337,2053,5,0,0,0,0,0,0,0,0,0,11,4,35,28,38,659,56,129,216,250,376,211,23,12,01337
ZCTA5 01338,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,17,4,12,5,0,5,0,01338
ZCTA5 01339,1137,25,0,0,0,0,0,0,0,0,0,0,0,25,18,29,270,22,137,88,152,229,105,14,23,01339
ZCTA5 01340,1369,0,0,0,0,0,0,0,13,0,3,19,14,30,7,6,421,41,73,113,126,232,216,25,30,01340
ZCTA5 01341,1298,11,0,0,0,0,0,0,0,0,0,2,5,0,0,10,200,6,60,55,173,318,324,30,104,01341
ZCTA5 01342,1001,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,74,59,94,23,38,332,269,29,54,01342
ZCTA5 01343,124,3,0,0,0,0,0,0,0,0,0,0,3,4,2,7,40,8,14,6,7,11,3,0,16,01343
ZCTA5 01344,1264,26,0,0,0,0,0,0,0,0,3,0,11,13,20,6,471,45,72,165,127,189,98,13,5,01344
ZCTA5 01346,363,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,94,12,4,23,42,105,41,25,10,01346
ZCTA5 01347,134,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,25,38,17,0,16,01347
ZCTA5 01349,576,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,149,43,66,120,54,39,31,27,29,01349
ZCTA5 01350,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,1,2,19,5,9,5,4,0,01350
ZCTA5 01351,1982,16,0,0,0,0,0,0,0,61,34,0,31,10,8,31,312,115,105,149,131,569,298,9,103,01351
ZCTA5 01354,1287,11,0,0,0,0,4,0,0,4,0,0,0,3,4,36,333,29,70,145,103,343,138,11,53,01354
ZCTA5 01355,760,2,0,0,0,0,0,0,0,6,0,0,3,0,0,8,153,24,59,138,87,183,80,7,10,01355
ZCTA5 01360,2263,27,24,0,0,0,0,0,0,0,0,9,0,46,0,26,529,49,117,214,263,579,282,54,44,01360
ZCTA5 01364,5519,45,0,0,0,0,0,0,0,9,11,24,86,61,110,89,2099,434,380,694,609,603,245,10,10,01364
ZCTA5 01366,974,0,0,0,0,0,0,0,0,4,0,2,0,0,4,9,197,39,90,144,70,186,167,33,29,01366
ZCTA5 01367,415,6,0,0,0,0,0,0,0,0,0,0,3,3,6,7,99,30,24,49,47,80,51,2,8,01367
ZCTA5 01368,1020,38,0,0,0,0,0,0,0,0,2,1,7,11,14,67,250,71,96,69,102,169,81,30,12,01368
ZCTA5 01370,3072,8,0,7,0,0,0,0,0,0,9,6,14,17,35,45,594,91,212,266,293,785,530,94,66,01370
ZCTA5 01373,3849,6,0,0,0,0,0,0,0,0,0,38,53,6,4,66,727,112,298,541,547,823,375,143,110,01373
ZCTA5 01375,2500,0,0,0,0,5,7,0,8,0,0,0,0,0,0,66,287,16,15,243,283,955,363,137,115,01375
ZCTA5 01376,3813,28,0,0,0,0,0,19,0,0,0,8,37,12,73,46,1057,202,258,391,426,633,496,50,77,01376
ZCTA5 01378,652,4,0,0,0,0,0,0,0,3,0,0,2,7,3,2,206,4,29,85,43,175,64,0,25,01378
ZCTA5 01379,619,8,0,0,0,0,0,0,0,0,0,0,0,3,4,4,105,11,43,82,30,150,114,20,45,01379
ZCTA5 01380,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,12,3,0,0,01380
ZCTA5 01420,27934,778,0,0,0,83,60,73,12,311,62,466,443,403,603,403,7787,1428,2014,3520,2499,4825,1745,264,155,01420
ZCTA5 01430,4283,76,0,0,0,0,0,0,0,0,0,0,41,15,32,67,667,75,309,458,674,1251,539,67,12,01430
ZCTA5 01431,2453,18,0,0,0,0,0,0,0,0,13,11,26,0,60,64,535,40,209,188,216,539,444,54,36,01431
ZCTA5 01432,6029,216,0,0,0,0,0,0,18,35,0,17,46,58,9,101,1047,146,552,740,519,1449,775,74,227,01432
ZCTA5 01434,1407,7,0,0,0,0,0,0,0,44,46,8,69,50,88,20,263,225,76,188,45,179,78,0,21,01434
ZCTA5 01436,2455,76,0,0,0,0,0,0,0,0,0,163,36,25,121,32,609,18,176,461,255,358,116,0,9,01436
ZCTA5 01438,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,0,15,72,0,22,7,0,0,01438
ZCTA5 01440,16081,199,0,0,8,0,0,0,10,80,24,255,259,376,359,510,4458,1179,1183,1808,1530,2547,1017,175,104,01440
ZCTA5 01450,7398,75,9,0,0,0,3,0,0,9,0,2,0,26,14,36,696,108,240,481,500,2813,1806,199,381,01450
ZCTA5 01451,3799,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,243,25,153,198,211,1474,1077,179,225,01451
ZCTA5 01452,3200,3,0,0,0,0,0,0,0,0,0,13,0,83,18,38,738,160,214,439,417,723,291,62,1,01452
ZCTA5 01453,32198,484,0,0,45,127,0,21,25,260,268,264,299,198,455,687,8577,950,1904,3409,3419,6737,3263,359,447,01453
ZCTA5 01460,7398,26,0,0,0,0,4,0,0,18,0,90,0,136,6,52,1128,127,313,716,373,1943,1729,308,429,01460
ZCTA5 01462,8806,33,0,0,0,0,14,0,63,36,0,0,69,32,14,141,1997,296,676,902,669,2286,1245,165,168,01462
ZCTA5 01463,8476,98,0,0,0,0,0,0,10,0,0,26,19,45,19,44,1800,292,778,980,662,1954,1467,81,201,01463
ZCTA5 01464,5549,48,0,0,0,0,19,0,7,2,11,26,46,126,176,132,1162,583,465,386,322,1229,619,74,116,01464
ZCTA5 01468,3182,19,0,0,0,0,0,0,0,0,12,23,0,50,10,11,881,51,279,267,528,713,239,19,80,01468
ZCTA5 01469,4695,49,0,0,0,0,0,6,0,0,21,17,8,34,74,29,1163,193,319,461,523,1253,454,52,39,01469
ZCTA5 01473,6316,16,0,30,0,0,0,0,0,0,0,77,0,10,148,27,1555,93,272,476,713,1476,986,350,87,01473
ZCTA5 01474,1682,48,0,0,0,0,0,0,0,0,0,0,0,0,20,0,569,63,87,306,126,294,154,0,15,01474
ZCTA5 01475,7149,47,0,0,0,0,0,0,8,0,0,73,54,130,54,108,1973,382,726,1168,889,1007,365,83,82,01475
ZCTA5 01501,12376,121,0,0,0,0,0,0,0,46,7,32,92,150,72,180,2580,322,699,1415,1025,3305,2055,132,143,01501
ZCTA5 01503,2784,9,0,0,0,0,0,0,0,0,0,0,27,28,0,8,777,88,161,139,201,829,370,68,79,01503
ZCTA5 01504,6791,74,0,0,0,4,0,0,0,9,22,8,48,38,30,80,1986,236,396,812,883,1466,539,85,75,01504
ZCTA5 01505,3926,58,0,0,0,0,0,0,0,0,0,6,0,9,18,74,525,48,313,409,309,1319,695,94,49,01505
ZCTA5 01506,2833,12,0,0,0,0,0,0,12,0,12,23,0,65,0,68,887,176,237,302,219,540,199,58,23,01506
ZCTA5 01507,9427,8,0,0,0,0,0,0,5,0,8,39,69,122,171,171,2571,228,560,1246,687,2198,1137,118,89,01507
ZCTA5 01510,11327,137,0,0,0,50,34,12,13,124,0,88,182,135,24,162,2424,363,821,1498,1112,2561,1217,75,295,01510
ZCTA5 01515,1660,0,0,0,0,0,0,0,0,0,0,3,0,25,6,25,596,25,138,174,220,340,93,13,2,01515
ZCTA5 01516,6812,40,0,0,21,0,0,15,0,0,0,51,0,0,0,23,1776,184,552,686,620,1702,847,218,77,01516
ZCTA5 01518,1934,11,0,0,0,0,0,0,0,0,0,31,22,5,0,37,253,36,62,260,167,539,431,71,9,01518
ZCTA5 01519,5374,39,0,0,0,0,0,0,5,5,5,0,0,15,47,89,674,147,157,394,289,2185,1099,117,107,01519
ZCTA5 01520,11699,197,0,7,0,0,0,0,6,0,11,23,21,50,41,122,1418,180,538,1138,1219,3488,2303,303,634,01520
ZCTA5 01521,2040,4,0,0,0,0,0,0,0,0,0,0,0,27,31,33,558,93,158,198,217,473,202,34,12,01521
ZCTA5 01522,2161,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,269,8,108,246,163,661,500,146,33,01522
ZCTA5 01523,6305,15,0,0,0,0,0,0,15,22,0,0,14,104,158,26,1147,378,316,603,335,1994,869,233,76,01523
ZCTA5 01524,4401,117,29,0,0,3,0,0,2,0,3,64,90,63,34,36,787,192,280,778,492,723,593,25,90,01524
ZCTA5 01525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01525
ZCTA5 01527,10361,56,0,0,0,0,0,0,0,11,53,5,34,67,92,121,2824,299,922,1074,1058,2020,1422,165,138,01527
ZCTA5 01529,2366,6,0,0,0,21,0,0,5,0,0,4,5,24,64,19,643,161,202,295,194,482,186,40,15,01529
ZCTA5 01531,703,0,0,3,0,0,0,0,0,0,5,5,3,16,11,4,170,22,39,77,57,203,74,10,4,01531
ZCTA5 01532,11254,85,0,0,0,0,0,0,0,9,15,0,39,32,12,37,1434,86,466,1051,621,3527,2746,480,614,01532
ZCTA5 01534,4700,66,0,0,0,0,0,0,0,0,0,8,36,42,212,97,863,86,177,577,442,1292,614,51,137,01534
ZCTA5 01535,3516,50,0,0,0,0,0,0,0,0,25,0,19,33,13,0,1325,296,222,359,250,586,267,71,0,01535
ZCTA5 01536,5048,17,0,0,0,26,0,0,25,0,0,18,21,54,50,28,860,179,236,574,358,1584,761,103,154,01536
ZCTA5 01537,1477,0,0,0,0,0,0,0,0,0,0,0,0,5,0,149,196,56,151,183,293,319,99,15,11,01537
ZCTA5 01540,8033,52,0,0,0,0,0,0,0,23,15,26,91,100,67,150,2404,416,477,1085,730,1384,875,100,38,01540
ZCTA5 01541,2548,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,313,78,137,257,238,803,541,86,83,01541
ZCTA5 01542,2155,19,0,0,0,0,0,0,0,4,0,0,69,55,39,33,664,30,148,251,275,283,273,12,0,01542
ZCTA5 01543,6149,11,0,0,0,0,0,0,0,0,0,8,0,30,63,36,1445,61,421,894,597,1597,841,25,120,01543
ZCTA5 01545,27167,228,0,0,0,0,62,0,0,51,28,15,30,196,67,387,3643,231,1135,1752,1524,8365,6852,1117,1484,01545
ZCTA5 01550,12084,482,0,0,29,0,0,0,51,148,96,221,160,327,436,212,3424,651,819,1617,1067,1692,545,52,55,01550
ZCTA5 01560,3522,13,0,0,0,0,0,0,0,20,6,0,13,82,3,21,946,33,171,225,328,931,578,87,65,01560
ZCTA5 01561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01561
ZCTA5 01562,9225,240,0,16,0,0,0,0,0,0,5,85,41,187,116,147,2884,648,591,828,751,1668,886,41,91,01562
ZCTA5 01564,6333,156,0,0,0,59,0,0,0,0,0,22,12,66,104,83,1109,119,513,494,539,1753,1023,106,175,01564
ZCTA5 01566,5534,4,0,0,0,0,0,0,1,4,3,8,37,6,105,108,962,96,345,655,567,1553,845,121,114,01566
ZCTA5 01568,5735,14,0,0,0,0,0,0,0,18,0,0,13,39,15,22,900,26,412,496,708,1887,1054,77,54,01568
ZCTA5 01569,10386,35,0,0,0,0,64,13,0,15,0,15,67,91,112,134,2760,110,535,1190,1304,2662,1038,174,67,01569
ZCTA5 01570,12860,150,0,0,0,0,8,0,38,24,66,140,211,251,26,199,3479,736,1255,1907,1110,2277,837,79,67,01570
ZCTA5 01571,7768,157,0,0,0,0,0,0,7,0,0,19,121,217,41,134,2175,316,711,1158,840,1216,560,51,45,01571
ZCTA5 01581,15090,259,0,0,0,0,10,7,1,36,40,31,62,43,32,171,2015,258,283,1006,997,4192,3918,563,1166,01581
ZCTA5 01583,5984,65,0,0,0,0,17,0,7,9,6,5,96,31,109,127,1214,254,387,552,606,1523,844,65,67,01583
ZCTA5 01585,4119,2,0,0,0,0,0,0,0,0,0,59,0,17,26,88,1127,151,431,578,390,827,318,88,17,01585
ZCTA5 01588,7036,68,9,0,0,0,0,0,0,0,11,46,67,57,109,74,1802,174,578,1098,698,1351,709,156,29,01588
ZCTA5 01590,6946,36,0,0,0,0,0,23,0,0,0,0,0,0,122,69,1214,135,232,917,530,1866,1402,198,202,01590
ZCTA5 01602,18053,519,0,0,0,28,50,84,4,122,24,112,50,278,195,287,3787,314,914,2246,940,4433,2315,515,836,01602
ZCTA5 01603,14254,407,0,0,0,0,45,43,63,179,98,73,298,426,339,326,3356,778,909,2248,1235,2184,962,115,170,01603
ZCTA5 01604,29036,838,3,0,28,16,82,126,40,47,153,303,493,386,332,1232,7388,1377,1495,2452,2722,6104,2190,655,574,01604
ZCTA5 01605,19664,638,21,0,0,45,45,93,89,201,50,260,247,306,356,416,5058,975,1024,1716,1563,3853,1933,379,396,01605
ZCTA5 01606,16921,298,0,0,0,31,0,10,0,31,90,184,14,292,345,516,2945,571,881,1726,1452,3825,2937,398,375,01606
ZCTA5 01607,6375,449,0,0,0,44,0,0,0,0,25,108,14,81,117,184,1613,159,317,627,468,1726,339,59,45,01607
ZCTA5 01608,3159,235,0,0,0,0,15,0,13,43,50,84,46,63,12,30,594,178,70,372,139,568,530,63,54,01608
ZCTA5 01609,12553,213,3,8,36,0,2,5,0,126,92,105,176,297,131,77,2049,457,291,1195,956,3096,1977,641,620,01609
ZCTA5 01610,16067,882,0,0,62,89,96,220,16,217,365,220,249,574,364,508,4845,805,973,1676,881,1973,719,182,151,01610
ZCTA5 01611,1501,28,0,0,0,0,6,0,0,0,0,14,69,9,31,0,539,27,93,108,106,250,155,66,0,01611
ZCTA5 01612,3331,35,0,0,0,0,0,0,0,0,7,11,0,8,0,88,375,112,176,208,488,998,632,102,91,01612
ZCTA5 01701,23585,275,0,0,0,48,50,67,5,95,43,48,126,75,55,481,3034,386,889,1924,1389,8549,4826,597,623,01701
ZCTA5 01702,26100,1057,35,5,84,66,79,66,156,629,151,414,1044,566,181,517,6046,790,1001,1971,1625,5629,3021,436,531,01702
ZCTA5 01718,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,25,0,66,196,9,33,01718
ZCTA5 01719,3746,16,0,0,0,0,0,0,0,0,0,39,0,52,0,15,182,36,19,186,180,1746,771,208,296,01719
ZCTA5 01720,16601,160,0,0,0,0,0,0,7,0,0,8,65,17,6,86,889,244,551,842,555,5380,5293,686,1812,01720
ZCTA5 01721,14151,115,0,0,0,7,28,0,0,25,0,32,7,17,6,98,2040,240,693,1546,701,4399,3267,253,677,01721
ZCTA5 01730,10854,175,0,0,9,0,0,0,0,35,0,26,25,25,26,85,1287,60,436,601,506,3387,2940,396,835,01730
ZCTA5 01731,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,10,185,359,121,161,33,49,01731
ZCTA5 01740,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295,12,99,194,119,1609,1112,181,362,01740
ZCTA5 01741,3540,1,0,0,0,0,0,0,2,16,0,0,0,0,0,19,71,1,14,157,171,1230,1179,309,370,01741
ZCTA5 01742,12869,48,0,0,5,0,8,0,0,26,17,23,32,11,100,127,801,324,147,631,343,4031,4081,1166,948,01742
ZCTA5 01745,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,17,11,10,11,268,45,0,19,01745
ZCTA5 01746,10700,142,0,0,0,0,0,16,0,4,1,3,18,141,29,39,1212,269,275,775,727,3931,2358,402,358,01746
ZCTA5 01747,4127,0,0,0,0,0,0,0,14,95,31,0,0,0,31,42,822,88,147,589,273,1034,837,96,28,01747
ZCTA5 01748,12637,56,0,0,0,0,0,0,7,12,0,58,11,11,18,58,949,48,320,794,496,4571,3936,614,678,01748
ZCTA5 01749,14945,333,0,0,0,0,90,23,38,109,66,109,63,163,39,309,2721,415,972,1430,1176,4192,1914,433,350,01749
ZCTA5 01752,29293,694,28,0,43,0,94,106,130,170,143,175,400,513,387,675,7007,711,1493,2661,2002,7109,3886,369,497,01752
ZCTA5 01754,8290,40,0,18,0,0,0,0,0,0,0,91,0,23,9,245,796,77,259,1007,401,2867,1708,265,484,01754
ZCTA5 01756,4357,63,0,0,0,0,0,0,0,14,0,20,0,24,89,16,1041,22,180,396,449,1392,422,79,150,01756
ZCTA5 01757,21654,513,0,0,0,75,12,119,51,244,254,94,604,215,109,369,5966,457,781,2213,1911,4926,2216,331,194,01757
ZCTA5 01760,26947,138,0,0,0,1,74,0,30,106,9,0,126,133,18,146,3156,434,948,1554,1000,9092,7037,1178,1767,01760
ZCTA5 01770,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,213,0,36,150,107,986,964,259,194,01770
ZCTA5 01772,6764,101,0,0,0,0,0,0,0,2,0,0,14,0,3,73,418,48,230,386,352,1963,2285,420,469,01772
ZCTA5 01773,3681,74,0,0,0,0,0,0,10,0,0,0,0,0,0,30,83,9,41,84,111,1164,1083,482,510,01773
ZCTA5 01775,5248,45,0,0,0,0,0,0,9,0,0,10,0,0,0,9,403,117,146,317,251,1750,1631,324,236,01775
ZCTA5 01776,12661,41,0,0,0,0,0,0,0,11,0,3,5,0,4,95,558,79,179,730,415,4761,4138,653,989,01776
ZCTA5 01778,9879,43,0,0,0,0,5,0,12,13,1,0,10,87,19,92,461,52,232,695,374,3411,2591,785,996,01778
ZCTA5 01801,30325,437,0,0,0,1,0,47,11,170,5,146,206,138,161,228,6864,1139,1973,2438,2266,8307,4563,361,864,01801
ZCTA5 01803,19703,157,0,38,0,0,0,16,72,6,1,38,140,60,70,215,3010,510,1168,1412,1287,6479,3657,644,723,01803
ZCTA5 01810,24440,169,0,0,0,7,8,0,8,29,42,67,0,114,44,96,1750,346,624,1293,1375,8057,7270,1467,1674,01810
ZCTA5 01821,22454,241,0,0,0,22,33,23,45,22,0,102,78,158,134,331,5489,438,1187,2716,2419,5734,2564,394,324,01821
ZCTA5 01824,18902,249,0,8,0,0,6,29,0,62,101,59,20,159,140,271,2539,479,599,1933,1745,5601,3931,375,596,01824
ZCTA5 01826,22971,188,0,0,48,0,0,0,36,132,4,101,258,319,169,704,6736,651,1385,2182,1675,5836,2024,112,411,01826
ZCTA5 01827,2351,10,0,0,0,0,0,0,0,5,0,18,0,4,32,36,250,28,106,242,154,791,493,76,106,01827
ZCTA5 01830,18717,610,0,0,0,12,25,0,106,100,85,135,296,166,277,305,4687,944,1034,2303,1526,3623,1673,535,275,01830
ZCTA5 01832,18739,361,0,0,0,0,0,7,8,2,127,188,210,204,392,375,5447,820,1339,1996,2008,3779,1262,73,141,01832
ZCTA5 01833,5984,25,0,0,0,0,0,0,0,0,0,14,2,35,5,47,901,90,185,915,396,1869,1160,217,123,01833
ZCTA5 01834,4946,19,0,0,0,0,0,0,0,0,17,0,67,13,20,50,995,168,337,640,367,1306,835,63,49,01834
ZCTA5 01835,10179,148,0,0,48,0,26,0,15,0,0,17,50,42,83,156,1969,365,757,977,1356,2682,1141,91,256,01835
ZCTA5 01840,5517,147,0,0,26,21,71,92,101,117,0,128,292,253,77,198,1719,254,459,363,191,839,140,29,0,01840
ZCTA5 01841,32355,1978,5,56,121,286,318,309,465,716,580,1349,987,590,776,1084,9990,1051,2038,3253,1642,3222,1122,276,141,01841
ZCTA5 01843,17548,387,0,0,36,13,196,115,119,262,346,766,407,295,389,746,4940,966,895,1845,1259,2437,1021,68,40,01843
ZCTA5 01844,37257,766,9,20,91,8,137,20,124,343,124,521,477,280,367,965,9781,1277,3033,4277,3090,7440,3486,334,287,01844
ZCTA5 01845,21046,158,0,7,20,46,5,0,0,14,0,36,0,161,141,140,2714,529,855,1459,1897,6997,4586,801,480,01845
ZCTA5 01850,10910,562,0,0,0,10,22,20,0,0,68,144,268,172,223,257,3810,622,983,837,753,1505,447,112,95,01850
ZCTA5 01851,22981,1932,0,39,63,70,53,186,181,204,56,324,169,339,459,706,5634,1332,999,1459,1829,4301,2347,139,160,01851
ZCTA5 01852,26213,665,10,45,45,67,118,249,191,35,211,290,320,428,562,797,6223,1227,1381,2633,2037,5047,2915,375,342,01852
ZCTA5 01854,18526,682,0,20,17,7,261,120,97,55,36,216,158,531,332,350,4779,721,1049,1726,1596,3725,1724,195,129,01854
ZCTA5 01860,5216,7,0,0,21,0,0,0,0,0,0,0,98,4,0,80,1192,73,601,488,512,1453,518,128,41,01860
ZCTA5 01862,8843,69,0,0,0,0,19,0,0,23,12,68,91,147,167,196,2071,320,765,803,658,2306,973,60,95,01862
ZCTA5 01863,6842,207,0,15,0,0,0,0,0,0,6,33,30,29,0,177,1210,85,604,827,532,1741,1128,86,132,01863
ZCTA5 01864,11212,72,0,0,0,0,0,5,0,9,0,20,8,42,9,119,1949,366,443,1024,824,3821,2070,243,188,01864
ZCTA5 01867,18202,369,0,0,13,0,30,13,0,0,36,25,54,73,27,51,2627,89,558,1089,1075,6083,4690,538,762,01867
ZCTA5 01876,22999,300,0,39,50,0,96,44,0,22,87,38,102,161,237,438,6147,609,1407,2022,1867,5771,2640,476,446,01876
ZCTA5 01879,8237,76,11,0,0,2,0,0,31,38,0,15,0,42,27,176,1448,224,437,789,655,2395,1673,64,134,01879
ZCTA5 01880,20625,150,7,0,15,14,29,12,0,19,87,48,60,57,85,160,3597,568,693,1623,1090,7203,3845,767,496,01880
ZCTA5 01886,16805,79,0,0,0,0,5,0,0,0,68,48,27,22,43,90,1598,176,388,825,1021,5771,5022,639,983,01886
ZCTA5 01887,16002,97,20,0,0,0,20,0,27,1,13,43,9,47,25,186,3624,319,799,1424,1290,5028,2297,433,300,01887
ZCTA5 01890,15794,184,0,0,0,0,26,11,49,0,6,15,6,42,27,131,1258,34,450,487,519,4522,4874,1615,1538,01890
ZCTA5 01901,1904,64,0,0,0,0,33,0,10,23,20,0,0,0,8,31,384,141,251,137,141,372,240,10,39,01901
ZCTA5 01902,32881,2154,34,0,180,100,189,210,74,746,401,596,725,567,756,1190,9502,1608,1553,2903,2343,5036,1416,295,303,01902
ZCTA5 01904,14341,518,8,0,6,125,19,0,135,113,25,275,305,377,165,322,3570,276,847,1537,967,2736,1617,199,199,01904
ZCTA5 01905,18151,999,19,0,0,42,254,109,192,289,242,459,586,451,441,264,4784,611,1360,1723,1596,2555,993,92,90,01905
ZCTA5 01906,22087,433,0,17,0,4,0,20,18,261,53,83,105,356,153,583,6600,994,1574,1962,1945,4295,1995,465,171,01906
ZCTA5 01907,11156,69,6,0,0,18,15,0,0,21,0,31,120,96,0,71,1572,17,344,1079,762,3469,2327,752,387,01907
ZCTA5 01908,2814,0,0,0,0,0,0,0,0,0,0,0,0,23,17,8,552,16,112,195,158,790,629,231,83,01908
