NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,zip code tabulation area
ZCTA5 01451,1900,81,0,68,75,11,7,23,12,23,32,40,98,91,127,158,1054,01451
ZCTA5 01452,1686,13,31,35,17,51,24,30,37,16,71,148,214,162,203,376,258,01452
ZCTA5 01453,18425,550,447,781,514,526,670,709,404,788,1409,1628,2137,1993,1314,1992,2563,01453
ZCTA5 01460,3804,102,71,6,90,65,101,42,102,26,76,415,124,331,352,589,1312,01460
ZCTA5 01462,4752,116,104,46,81,38,91,78,127,97,93,411,688,737,575,683,787,01462
ZCTA5 01463,4342,170,76,35,107,116,32,74,133,38,213,365,492,347,487,530,1127,01463
ZCTA5 01464,2277,18,25,87,127,70,14,0,57,19,132,144,273,219,294,306,492,01464
ZCTA5 01468,1732,151,11,0,25,0,39,0,8,59,173,39,174,332,116,326,279,01468
ZCTA5 01469,2583,194,67,64,24,41,44,14,22,43,127,232,349,209,264,461,428,01469
ZCTA5 01473,3295,63,57,28,49,53,60,128,71,24,109,287,501,373,309,405,778,01473
ZCTA5 01474,756,35,0,15,7,8,0,0,18,8,6,73,41,86,122,154,183,01474
ZCTA5 01475,3760,155,129,252,137,54,162,119,143,95,191,425,430,313,351,373,431,01475
ZCTA5 01501,6788,96,101,247,233,100,237,316,121,94,326,383,741,742,592,1117,1342,01501
ZCTA5 01503,1447,84,29,9,19,36,43,17,18,59,71,52,134,199,135,221,321,01503
ZCTA5 01504,3904,179,111,55,105,88,194,146,73,189,150,382,321,391,161,575,784,01504
ZCTA5 01505,1966,28,50,0,17,30,55,43,19,22,63,121,175,296,110,344,593,01505
ZCTA5 01506,1504,81,55,84,36,75,55,23,70,24,129,110,77,79,126,301,179,01506
ZCTA5 01507,5007,17,87,93,165,25,163,76,111,94,203,398,480,780,467,1045,803,01507
ZCTA5 01510,6758,207,160,206,160,192,63,223,131,150,444,819,981,787,581,1136,518,01510
ZCTA5 01515,918,35,11,51,5,4,14,30,37,22,66,153,119,103,63,86,119,01515
ZCTA5 01516,3350,61,7,53,24,26,48,27,20,107,154,318,316,158,256,784,991,01516
ZCTA5 01518,1196,78,9,67,24,0,31,54,45,33,48,32,76,89,49,200,361,01518
ZCTA5 01519,2815,12,0,137,15,29,32,109,59,61,0,144,184,159,262,499,1113,01519
ZCTA5 01520,5978,80,138,82,77,125,118,75,53,13,258,337,617,521,543,1187,1754,01520
ZCTA5 01521,1187,69,17,31,12,70,4,37,36,47,31,86,218,172,119,81,157,01521
ZCTA5 01522,1180,10,59,0,38,104,10,31,9,31,60,126,111,67,95,173,256,01522
ZCTA5 01523,2960,67,0,16,46,114,0,31,58,0,224,277,253,274,233,729,638,01523
ZCTA5 01524,2225,0,18,69,68,23,42,33,118,70,40,109,457,330,110,455,283,01524
ZCTA5 01525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01525
ZCTA5 01527,5572,57,193,149,107,154,93,110,139,107,307,421,634,597,500,816,1188,01527
ZCTA5 01529,1188,33,20,22,13,47,16,10,22,20,126,65,108,85,107,265,229,01529
ZCTA5 01531,382,10,6,11,4,4,6,15,9,5,17,46,60,58,30,58,43,01531
ZCTA5 01532,5929,151,107,80,34,129,91,136,45,69,166,316,696,421,514,582,2392,01532
ZCTA5 01534,2446,27,0,64,7,30,63,8,3,30,91,95,284,274,291,409,770,01534
ZCTA5 01535,1869,63,17,118,65,35,34,35,52,74,58,227,424,119,146,197,205,01535
ZCTA5 01536,2874,54,169,44,91,115,41,50,54,27,217,104,337,242,320,323,686,01536
ZCTA5 01537,877,33,0,0,31,15,17,66,25,10,35,91,80,181,107,177,9,01537
ZCTA5 01540,4039,218,161,157,149,53,132,35,44,130,397,165,264,346,489,666,633,01540
ZCTA5 01541,1330,9,0,11,36,0,10,46,29,16,49,94,143,73,108,135,571,01541
ZCTA5 01542,1082,6,27,35,39,25,0,82,0,61,90,58,123,162,72,187,115,01542
ZCTA5 01543,3185,54,9,79,59,0,62,85,70,72,181,208,251,347,182,464,1062,01543
ZCTA5 01545,14708,514,112,109,225,243,275,303,258,315,612,737,1181,1668,1203,2395,4558,01545
ZCTA5 01550,7260,500,212,277,316,437,422,233,331,246,460,593,922,723,528,684,376,01550
ZCTA5 01560,1967,23,0,35,22,15,54,94,11,50,110,223,311,182,91,284,462,01560
ZCTA5 01561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01561
ZCTA5 01562,5201,275,250,202,37,78,161,148,240,123,238,684,811,486,491,368,609,01562
ZCTA5 01564,3282,66,54,63,60,134,24,96,39,12,180,288,305,285,442,294,940,01564
ZCTA5 01566,2876,26,22,8,42,45,53,45,36,52,150,224,441,189,229,543,771,01566
ZCTA5 01568,2924,66,58,54,30,23,55,32,40,73,155,277,135,225,183,398,1120,01568
ZCTA5 01569,5477,115,73,83,72,73,113,18,153,116,199,288,496,989,683,871,1135,01569
ZCTA5 01570,7677,248,386,251,298,208,276,241,217,310,725,777,855,847,726,595,717,01570
ZCTA5 01571,4375,164,88,184,263,47,45,251,146,74,346,348,667,513,302,485,452,01571
ZCTA5 01581,7964,245,68,109,171,96,131,98,115,158,335,567,625,748,732,1212,2554,01581
ZCTA5 01583,2924,30,113,86,54,0,86,44,83,9,234,171,473,320,212,395,614,01583
ZCTA5 01585,2170,55,0,70,170,65,23,176,45,39,137,236,218,164,227,331,214,01585
ZCTA5 01588,4279,179,129,215,51,172,203,29,268,143,278,165,636,162,251,485,913,01588
ZCTA5 01590,3396,109,0,41,92,14,96,11,113,37,103,109,247,360,413,431,1220,01590
ZCTA5 01602,10303,583,414,308,258,270,355,177,289,390,376,744,1330,1076,1332,1036,1365,01602
ZCTA5 01603,8010,313,656,359,408,351,236,283,303,287,571,656,924,779,736,623,525,01603
ZCTA5 01604,16853,770,821,691,603,429,672,585,653,503,906,2007,2374,1385,1616,1457,1381,01604
ZCTA5 01605,11722,994,807,441,555,610,208,514,596,382,1241,1024,1052,983,667,780,868,01605
ZCTA5 01606,9192,511,326,190,257,147,206,220,321,235,405,771,1299,954,917,1141,1292,01606
ZCTA5 01607,3549,107,223,7,134,127,60,144,107,224,179,418,369,378,351,313,408,01607
ZCTA5 01608,2336,373,83,165,65,16,55,217,158,240,260,142,198,126,105,94,39,01608
ZCTA5 01609,7891,383,669,526,453,263,362,328,89,233,403,547,1105,457,280,793,1000,01609
ZCTA5 01610,9744,1060,796,625,413,584,319,389,298,325,789,838,1139,622,413,631,503,01610
ZCTA5 01611,812,9,0,20,0,7,23,8,19,0,29,24,217,111,85,163,97,01611
ZCTA5 01612,1720,0,0,13,36,62,24,9,0,40,81,74,142,229,268,310,432,01612
ZCTA5 01701,12522,230,276,162,155,107,179,117,221,176,623,785,1054,1390,1355,1330,4362,01701
ZCTA5 01702,14289,865,562,396,484,303,321,376,471,550,819,1344,2047,1224,1197,1238,2092,01702
ZCTA5 01718,236,0,0,0,11,0,0,0,9,14,22,46,10,9,24,0,91,01718
ZCTA5 01719,2279,88,0,0,22,80,0,100,59,0,112,143,145,109,300,221,900,01719
ZCTA5 01720,9098,215,230,142,87,152,174,139,105,211,366,482,624,755,627,812,3977,01720
ZCTA5 01721,7643,246,60,26,64,137,196,174,60,122,236,605,750,1057,615,711,2584,01721
ZCTA5 01730,5869,174,62,0,54,191,100,34,68,94,97,449,356,582,361,631,2616,01730
ZCTA5 01731,680,0,0,0,0,6,0,5,58,218,2,7,23,51,116,137,57,01731
ZCTA5 01740,1976,34,8,23,6,0,19,11,5,10,10,63,112,245,112,293,1025,01740
ZCTA5 01741,1776,59,13,12,0,0,0,30,8,57,7,24,61,86,85,169,1165,01741
ZCTA5 01742,6665,222,32,98,73,161,75,14,171,109,52,302,355,281,474,961,3285,01742
ZCTA5 01745,217,0,0,41,13,0,0,0,0,0,0,10,9,9,0,88,47,01745
ZCTA5 01746,5684,136,91,68,105,126,35,190,97,67,223,195,435,365,460,992,2099,01746
ZCTA5 01747,2194,16,39,15,48,17,25,26,44,128,70,140,300,324,90,278,634,01747
ZCTA5 01748,6660,133,27,78,47,71,105,135,15,50,220,149,396,379,235,978,3642,01748
ZCTA5 01749,8362,312,256,183,78,101,183,257,239,273,446,843,903,770,627,1055,1836,01749
ZCTA5 01752,16665,918,501,344,307,547,333,439,665,397,773,1606,1996,1557,1843,2024,2415,01752
ZCTA5 01754,4821,213,89,75,134,160,111,85,131,27,134,348,372,558,378,792,1214,01754
ZCTA5 01756,2118,12,0,32,12,16,54,18,56,5,147,116,226,275,221,407,521,01756
ZCTA5 01757,11313,362,152,327,294,246,169,360,278,337,477,917,2005,1438,901,1298,1752,01757
ZCTA5 01760,15249,526,413,207,317,287,159,325,192,184,545,1145,1177,1445,1113,1576,5638,01760
ZCTA5 01770,1532,11,12,11,26,0,17,22,24,0,33,22,132,86,84,179,873,01770
ZCTA5 01772,3560,28,13,100,36,36,29,18,37,29,94,179,243,261,169,471,1817,01772
ZCTA5 01773,2030,23,40,16,21,33,60,18,0,0,169,88,59,76,115,211,1101,01773
ZCTA5 01775,2773,46,65,88,33,46,12,48,35,30,55,205,135,145,55,473,1302,01775
ZCTA5 01776,6279,79,80,92,69,41,71,82,128,34,83,108,372,231,294,680,3835,01776
ZCTA5 01778,5110,98,41,148,17,71,45,21,35,31,129,164,377,231,338,654,2710,01778
ZCTA5 01801,16432,465,426,153,210,554,444,300,385,259,906,1045,2231,1613,1328,1803,4310,01801
ZCTA5 01803,9974,117,246,119,248,48,85,255,69,299,363,708,867,884,764,1744,3158,01803
ZCTA5 01810,13298,343,129,183,120,214,105,194,242,175,275,579,977,1343,939,1693,5787,01810
ZCTA5 01821,11312,268,186,178,90,174,188,254,150,278,325,608,987,1110,947,2310,3259,01821
ZCTA5 01824,9877,286,131,240,110,107,232,153,128,237,451,519,676,1116,863,1395,3233,01824
ZCTA5 01826,12270,373,252,180,327,233,342,484,211,338,406,824,1296,1500,1448,2085,1971,01826
ZCTA5 01827,1117,0,0,8,0,5,17,16,27,5,13,39,49,91,71,191,585,01827
ZCTA5 01830,10650,559,476,356,306,407,299,429,348,413,682,945,1043,887,936,1065,1499,01830
ZCTA5 01832,10327,403,274,323,337,164,224,392,613,242,377,1503,1360,1183,820,1016,1096,01832
ZCTA5 01833,3206,78,58,65,21,45,12,141,21,30,155,120,206,327,295,560,1072,01833
ZCTA5 01834,2639,43,40,19,39,64,17,18,17,0,35,72,330,429,465,318,733,01834
ZCTA5 01835,5568,144,85,20,114,44,161,96,118,189,375,319,479,916,667,896,945,01835
ZCTA5 01840,3608,302,592,271,131,158,89,131,301,144,128,375,368,306,205,75,32,01840
ZCTA5 01841,17027,634,1421,877,804,772,916,654,658,851,1355,1777,1997,1198,1119,1074,920,01841
ZCTA5 01843,10507,401,619,300,231,224,555,304,427,164,1045,1400,1641,831,869,850,646,01843
ZCTA5 01844,18673,644,682,605,408,285,379,509,396,522,1071,963,1972,1900,2083,3019,3235,01844
ZCTA5 01845,11546,462,182,254,287,174,270,331,130,95,358,819,1017,738,1032,1536,3861,01845
ZCTA5 01850,6089,470,308,188,193,279,172,257,72,215,529,661,732,812,411,601,189,01850
ZCTA5 01851,11421,645,596,377,281,223,223,343,300,152,625,1073,1592,1346,1086,1233,1326,01851
ZCTA5 01852,15071,477,574,767,685,397,598,545,516,336,760,1477,1917,1846,1213,1374,1589,01852
ZCTA5 01854,10602,628,831,531,408,309,150,398,206,182,777,1045,1357,1158,679,1040,903,01854
ZCTA5 01860,2815,160,17,16,40,47,64,98,99,124,31,158,357,251,295,594,464,01860
ZCTA5 01862,4364,209,12,105,45,38,36,52,158,77,164,237,379,463,392,748,1249,01862
ZCTA5 01863,3573,116,37,53,55,75,59,14,103,45,98,289,358,270,255,921,825,01863
ZCTA5 01864,5825,176,27,30,59,111,25,82,159,286,215,345,535,487,388,880,2020,01864
ZCTA5 01867,9740,235,53,244,283,106,210,182,151,80,202,400,804,909,668,1237,3976,01867
ZCTA5 01876,11535,261,88,125,151,162,393,247,275,251,543,807,1209,1124,999,1690,3210,01876
ZCTA5 01879,4232,0,87,214,38,13,51,55,87,22,159,401,441,386,394,652,1232,01879
ZCTA5 01880,11270,444,128,300,137,147,302,286,161,77,282,582,987,1359,969,1658,3451,01880
ZCTA5 01886,8795,185,49,106,147,304,88,78,75,109,184,332,513,534,839,1148,4104,01886
ZCTA5 01887,7926,203,123,105,32,74,104,137,60,71,468,432,669,558,560,1131,3199,01887
ZCTA5 01890,8340,143,102,172,193,92,107,122,129,11,239,238,425,518,361,767,4721,01890
ZCTA5 01901,1502,209,243,110,92,50,0,105,0,0,187,93,181,67,73,23,69,01901
ZCTA5 01902,18657,1445,1332,1036,600,918,567,765,383,493,1166,1709,2435,1453,886,1478,1991,01902
ZCTA5 01904,7169,180,108,162,191,121,69,124,261,195,440,691,1055,870,493,1056,1153,01904
ZCTA5 01905,9086,556,409,280,423,175,266,107,410,321,752,453,1115,1076,770,963,1010,01905
ZCTA5 01906,10958,419,146,443,318,265,151,292,363,212,415,702,1612,1435,1147,1496,1542,01906
ZCTA5 01907,6155,274,122,176,151,376,81,78,140,82,149,233,511,569,393,800,2020,01907
ZCTA5 01908,1589,30,58,100,0,3,30,14,78,40,55,108,131,345,25,127,445,01908
ZCTA5 01913,7586,256,315,118,201,259,106,158,82,312,398,705,756,753,693,990,1484,01913
ZCTA5 01915,16652,736,592,587,698,443,380,272,348,359,661,1028,1777,1621,1584,2053,3513,01915
ZCTA5 01921,2783,9,0,11,20,64,0,13,17,98,55,140,206,229,118,376,1427,01921
ZCTA5 01922,1295,34,0,0,50,17,106,0,11,19,67,60,107,46,154,191,433,01922
ZCTA5 01923,11005,226,138,232,137,86,199,240,326,153,502,799,1198,1242,1309,1451,2767,01923
ZCTA5 01929,1337,30,0,36,72,5,35,1,11,12,93,65,61,98,111,225,482,01929
ZCTA5 01930,13444,628,503,380,475,542,317,491,340,442,870,1145,1441,1281,1247,1288,2054,01930
ZCTA5 01937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01937
ZCTA5 01938,5709,242,90,96,221,91,117,43,174,149,181,196,544,453,439,1052,1621,01938
ZCTA5 01940,4650,174,11,56,33,75,61,51,123,52,160,205,380,330,410,608,1921,01940
ZCTA5 01944,2156,49,24,0,65,12,45,0,15,11,73,78,185,126,69,306,1098,01944
ZCTA5 01945,8334,240,225,147,99,106,59,74,248,132,245,311,491,654,610,776,3917,01945
ZCTA5 01949,3172,114,26,102,21,47,11,43,9,8,140,92,238,328,261,529,1203,01949
ZCTA5 01950,8107,167,209,198,202,172,161,172,220,209,341,333,854,543,371,1026,2929,01950
ZCTA5 01951,1479,82,34,50,38,18,15,15,0,61,11,0,94,177,57,145,682,01951
ZCTA5 01952,4148,107,120,144,66,216,28,132,81,120,265,210,746,283,536,481,613,01952
ZCTA5 01960,22242,967,772,491,738,708,854,447,496,498,864,1824,2933,1925,1834,3115,3776,01960
ZCTA5 01965,328,0,0,0,0,0,0,0,13,27,0,27,10,0,0,7,244,01965
ZCTA5 01966,3238,32,106,34,123,161,173,138,53,73,178,199,398,280,308,338,644,01966
ZCTA5 01969,2447,29,0,33,52,73,33,16,116,60,37,95,329,318,233,370,653,01969
ZCTA5 01970,20222,881,913,646,985,612,580,623,524,471,1003,1811,2339,2098,1582,2501,2653,01970
ZCTA5 01982,2666,51,31,77,46,9,33,16,43,57,93,245,330,162,275,340,858,01982
ZCTA5 01983,2186,59,57,16,25,29,28,0,87,39,56,30,82,115,139,406,1018,01983
ZCTA5 01984,1279,47,42,48,17,13,12,15,10,0,26,43,28,79,107,175,617,01984
ZCTA5 01985,1684,0,0,10,9,15,16,19,41,27,37,17,144,178,173,285,713,01985
ZCTA5 02019,6346,194,50,141,183,93,176,169,172,93,229,302,715,642,695,1094,1398,02019
ZCTA5 02021,9630,439,88,199,215,415,146,117,229,210,300,471,708,697,811,834,3751,02021
ZCTA5 02025,3037,36,101,27,28,13,17,7,80,5,90,147,82,228,223,437,1516,02025
ZCTA5 02026,10530,434,280,299,261,315,91,68,115,253,377,649,1036,888,774,1380,3310,02026
ZCTA5 02030,1917,12,9,16,20,0,24,0,8,27,30,39,86,73,139,157,1277,02030
ZCTA5 02032,1600,0,0,33,27,0,0,18,30,33,36,44,71,93,167,304,744,02032
ZCTA5 02035,7134,77,277,41,252,210,111,229,98,77,287,417,822,969,495,936,1836,02035
ZCTA5 02038,12370,401,257,130,171,201,132,216,164,296,581,726,1011,1066,1121,1557,4340,02038
ZCTA5 02043,9689,407,174,205,77,173,146,336,161,169,207,601,506,682,404,947,4494,02043
ZCTA5 02045,4709,134,165,49,113,120,102,169,88,57,171,365,492,454,368,642,1220,02045
ZCTA5 02047,76,0,0,0,0,0,0,6,0,0,0,8,8,30,0,6,18,02047
ZCTA5 02048,9146,138,167,95,70,245,165,197,113,185,290,815,1112,974,753,1228,2599,02048
ZCTA5 02050,10446,265,227,199,249,373,388,116,195,270,336,569,993,970,883,1470,2943,02050
ZCTA5 02052,4680,109,50,100,30,37,28,17,72,24,116,306,181,300,276,389,2645,02052
ZCTA5 02053,4744,114,20,33,51,86,110,40,123,140,126,244,319,355,285,844,1854,02053
ZCTA5 02054,3309,106,99,60,7,85,63,0,61,52,113,91,93,392,276,692,1119,02054
ZCTA5 02056,3453,71,0,0,31,10,7,8,32,80,76,202,223,238,320,419,1736,02056
ZCTA5 02061,3685,44,52,66,22,51,63,30,28,22,52,177,216,366,150,559,1787,02061
ZCTA5 02062,13259,571,401,214,268,442,197,210,390,484,445,1069,1684,1025,1114,1624,3121,02062
ZCTA5 02066,7599,181,174,163,159,33,144,207,249,98,138,468,745,711,616,660,2853,02066
ZCTA5 02067,6375,139,98,37,55,66,17,58,157,22,63,254,506,459,426,905,3113,02067
ZCTA5 02071,582,0,0,0,0,0,0,0,0,0,0,10,27,0,17,85,443,02071
ZCTA5 02072,11302,494,277,217,256,268,149,305,406,148,671,850,1318,1379,835,1112,2617,02072
ZCTA5 02081,7208,247,84,92,100,256,109,60,99,102,182,276,602,679,518,929,2873,02081
ZCTA5 02090,5592,149,20,59,20,108,140,31,118,132,125,195,246,351,355,533,3010,02090
ZCTA5 02093,4339,103,82,54,135,60,16,23,43,28,315,188,410,420,263,659,1540,02093
ZCTA5 02108,1973,105,96,64,21,10,0,5,22,13,43,208,69,49,102,157,1009,02108
ZCTA5 02109,2085,58,73,40,14,0,16,46,17,30,32,161,188,153,116,449,692,02109
ZCTA5 02110,1322,125,22,4,33,6,27,21,0,4,0,30,136,86,172,87,569,02110
ZCTA5 02111,3711,489,141,353,100,29,107,84,92,54,93,243,158,197,207,386,978,02111
ZCTA5 02113,4112,102,165,73,60,47,32,34,84,69,134,214,693,754,493,511,647,02113
ZCTA5 02114,8396,442,361,271,154,155,159,52,70,120,98,258,942,792,630,1175,2717,02114
ZCTA5 02115,9873,1627,968,500,330,200,197,295,266,220,747,778,867,476,412,802,1188,02115
ZCTA5 02116,11513,981,738,424,194,278,225,266,116,119,416,323,753,881,920,740,4139,02116
ZCTA5 02118,14497,1568,941,758,336,285,240,199,326,448,648,508,1005,840,908,1145,4342,02118
ZCTA5 02119,11920,1614,1140,643,602,535,489,433,292,385,723,701,1232,685,528,874,1044,02119
ZCTA5 02120,4625,416,265,320,60,279,102,173,185,197,193,325,722,353,308,391,336,02120
ZCTA5 02121,10760,1080,1013,652,358,837,619,606,259,348,645,467,1033,786,294,829,934,02121
ZCTA5 02122,9299,657,236,430,371,192,407,240,223,242,448,741,1109,866,556,933,1648,02122
ZCTA5 02124,20287,1711,868,715,885,535,808,625,646,507,941,1306,1954,2029,1366,2155,3236,02124
ZCTA5 02125,14246,1336,985,531,424,443,402,240,222,279,709,1346,1530,913,869,1664,2353,02125
ZCTA5 02126,9284,604,702,191,378,313,332,478,238,466,470,730,895,728,686,864,1209,02126
ZCTA5 02127,18066,968,523,400,459,204,175,232,172,172,499,793,1228,1182,1280,2234,7545,02127
ZCTA5 02128,17736,835,967,587,535,409,547,392,402,545,706,1567,2317,1742,1185,1840,3160,02128
ZCTA5 02129,9606,236,356,260,288,289,164,199,67,107,192,446,613,838,576,1064,3911,02129
ZCTA5 02130,18237,847,573,451,179,287,395,249,194,291,610,1060,1712,1978,1355,2560,5496,02130
ZCTA5 02131,12694,519,358,385,397,236,291,223,226,285,391,914,1361,1559,1094,1582,2873,02131
ZCTA5 02132,11107,375,293,136,279,205,317,152,102,226,329,831,802,1012,879,1259,3910,02132
ZCTA5 02133,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,02133
ZCTA5 02134,8217,713,255,193,362,101,203,225,312,321,602,682,766,1071,643,745,1023,02134
ZCTA5 02135,21143,1224,1127,636,545,531,445,566,645,521,806,1636,2893,2211,1920,2657,2780,02135
ZCTA5 02136,13719,799,317,261,901,364,265,431,388,326,594,851,1611,1796,1291,1710,1814,02136
ZCTA5 02138,14169,853,224,354,391,204,235,251,225,320,535,666,1554,1442,933,1697,4285,02138
ZCTA5 02139,16012,718,757,321,385,181,336,205,192,291,294,1119,1498,1204,1305,2154,5052,02139
ZCTA5 02140,9944,463,271,137,194,58,162,217,221,219,311,613,776,835,838,1334,3295,02140
ZCTA5 02141,7270,451,206,261,117,66,64,26,139,223,316,372,583,769,444,1219,2014,02141
ZCTA5 02142,2153,121,7,36,27,25,22,25,44,41,134,263,135,82,140,224,827,02142
ZCTA5 02143,12283,449,334,257,137,215,144,132,263,220,486,803,1285,1187,1078,1667,3626,02143
ZCTA5 02144,11357,418,397,205,208,334,211,101,126,148,336,553,801,1089,732,1810,3888,02144
ZCTA5 02145,11940,450,367,523,312,218,210,103,110,338,539,720,961,1253,992,1656,3188,02145
ZCTA5 02148,26042,1301,662,551,713,619,773,625,633,474,1354,2099,3152,2589,2479,4005,4013,02148
ZCTA5 02149,17466,1063,687,632,633,738,321,406,695,435,1061,1260,1973,1960,1398,1780,2424,02149
ZCTA5 02150,13716,1117,827,559,459,358,664,517,287,428,772,1062,1795,1491,881,1365,1134,02150
ZCTA5 02151,22178,1226,1048,911,727,753,578,571,707,746,906,1726,2409,2104,2231,2933,2602,02151
ZCTA5 02152,7899,199,153,360,177,211,114,123,155,203,421,477,924,683,618,1119,1962,02152
ZCTA5 02155,24370,729,840,470,391,551,372,373,554,628,734,1683,2416,2079,1571,3655,7324,02155
ZCTA5 02163,410,134,5,5,5,0,10,4,0,4,22,4,31,86,18,35,47,02163
ZCTA5 02169,28707,1657,793,585,960,509,732,729,779,663,1807,2220,3599,3456,2292,3524,4402,02169
ZCTA5 02170,7665,310,239,180,140,200,313,88,116,140,404,592,867,997,891,869,1319,02170
ZCTA5 02171,8886,419,322,236,121,156,149,233,214,290,337,610,1165,472,869,1425,1868,02171
ZCTA5 02176,12401,479,191,338,144,165,475,293,215,150,691,698,1039,995,988,1529,4011,02176
ZCTA5 02180,9749,278,148,308,120,265,200,250,166,161,543,564,1094,1093,618,1220,2721,02180
ZCTA5 02184,14432,448,353,267,284,251,429,165,330,505,385,1155,1307,1436,855,2234,4028,02184
ZCTA5 02186,9121,283,137,65,111,116,232,172,123,279,267,187,588,550,721,1103,4187,02186
ZCTA5 02188,7127,261,381,249,197,156,197,102,121,190,209,341,949,693,652,1026,1403,02188
ZCTA5 02189,6392,267,197,212,313,235,76,101,216,230,324,417,773,633,387,870,1141,02189
ZCTA5 02190,8598,325,64,137,194,132,194,201,395,311,433,602,1328,936,383,1154,1809,02190
ZCTA5 02191,3642,182,95,31,79,128,116,11,29,131,70,213,391,435,348,716,667,02191
ZCTA5 02199,775,20,0,0,0,44,0,40,0,0,0,163,33,101,45,67,262,02199
ZCTA5 02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02203
ZCTA5 02205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02205
ZCTA5 02210,4588,87,34,36,62,29,13,91,7,60,84,85,359,558,348,712,2023,02210
ZCTA5 02215,8016,1320,479,225,277,197,113,193,362,146,170,647,1002,609,465,808,1003,02215
ZCTA5 02301,23726,1610,1180,853,1002,761,718,538,1006,724,1567,1987,2949,1830,1465,2861,2675,02301
ZCTA5 02302,12316,420,332,456,402,204,381,157,407,213,979,1056,1700,1065,1377,1496,1671,02302
ZCTA5 02322,1717,21,85,26,27,49,20,25,16,22,49,188,242,85,148,482,232,02322
ZCTA5 02324,9107,216,148,67,134,166,280,138,231,333,313,1041,924,953,925,1266,1972,02324
ZCTA5 02325,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,02325
ZCTA5 02330,4704,222,63,69,213,132,125,214,89,127,317,570,373,485,287,642,776,02330
ZCTA5 02332,6130,447,9,100,64,55,79,84,49,63,64,314,283,711,389,530,2889,02332
ZCTA5 02333,5168,50,73,100,83,194,85,85,143,107,333,220,460,484,530,877,1344,02333
ZCTA5 02338,2955,111,15,65,17,114,31,28,33,116,180,209,204,603,234,407,588,02338
ZCTA5 02339,5015,144,79,76,80,106,75,75,20,28,147,151,426,445,301,502,2360,02339
ZCTA5 02341,3812,136,25,38,84,86,75,41,101,31,141,251,494,289,554,527,939,02341
ZCTA5 02343,4367,412,90,73,87,31,78,111,157,62,43,169,564,543,551,533,863,02343
ZCTA5 02346,9860,253,143,175,298,136,248,479,270,414,448,833,1424,1319,660,1558,1202,02346
ZCTA5 02347,4215,109,22,37,70,114,38,47,80,48,208,388,412,371,379,767,1125,02347
ZCTA5 02350,36,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,0,02350
ZCTA5 02351,6388,171,106,126,49,265,117,69,188,152,320,255,505,867,775,957,1466,02351
ZCTA5 02356,4715,89,167,76,119,136,71,144,47,74,129,194,523,504,577,390,1475,02356
ZCTA5 02357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02357
ZCTA5 02359,6900,329,103,54,46,87,28,133,133,75,206,337,633,753,637,895,2451,02359
ZCTA5 02360,26563,867,618,290,778,491,618,656,593,623,1014,1859,2768,3035,3249,3832,5272,02360
ZCTA5 02364,5687,146,37,51,133,150,232,214,133,41,375,378,574,587,214,1042,1380,02364
ZCTA5 02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02366
ZCTA5 02367,1065,34,38,39,21,13,4,18,0,22,22,23,111,175,135,188,222,02367
ZCTA5 02368,12764,578,352,263,289,197,223,463,210,309,544,1181,1304,1493,1288,1408,2662,02368
ZCTA5 02370,6897,218,249,78,176,68,55,262,118,131,279,467,1078,569,774,1097,1278,02370
ZCTA5 02375,4607,75,9,98,87,57,112,109,102,171,292,292,538,474,338,561,1292,02375
ZCTA5 02379,2947,121,17,87,139,37,120,31,24,74,48,280,314,207,364,422,662,02379
ZCTA5 02382,5742,333,47,54,120,65,72,233,147,105,261,438,702,557,732,1066,810,02382
ZCTA5 02420,5653,97,19,61,96,53,29,34,65,100,52,81,256,254,440,582,3434,02420
ZCTA5 02421,6824,308,201,50,105,159,86,27,33,95,110,218,301,379,241,915,3596,02421
ZCTA5 02445,9818,220,196,231,149,214,132,219,227,77,266,554,821,943,961,911,3697,02445
ZCTA5 02446,14622,712,538,258,281,195,236,312,231,309,506,701,1464,1241,1096,1670,4872,02446
ZCTA5 02451,7481,69,208,377,243,101,162,190,199,211,296,274,582,910,530,995,2134,02451
ZCTA5 02452,5362,297,138,161,28,64,194,100,138,124,337,260,453,490,746,445,1387,02452
ZCTA5 02453,12610,723,200,241,357,280,211,295,426,311,456,780,1364,1128,1095,1919,2824,02453
ZCTA5 02457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02457
